Scena,Frame_Num,Lidar_Token,Occlusion_Index,Area_m2,Distanza_m,Prob_Auto,Prob_Pedone,Prob_Camion,Prob_Bicicletta,Prob_Moto,Prob_Bus,Prob_Rimorchio,Prob_Barriera,Prob_Cono,Prob_Altro,Oggetto_Piu_Probabile,Prob_Massima,Sintesi
Scena 1 (cc8c0b),2,4f792c8da81e4cb7aca1790654da1c27,48,6.245,50.29,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),2,4f792c8da81e4cb7aca1790654da1c27,49,8.279,35.23,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),2,4f792c8da81e4cb7aca1790654da1c27,50,3.042,36.18,0.0003,0.1515,0.0,0.0742,0.0488,0.0,0.0,0.0158,0.0515,0.0128,Pedone,0.1515,Area probabilmente libera o con ostacoli minori (Pedone al 15.2%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,0,39.986,37.61,0.0136,0.2273,0.0018,0.0773,0.0118,0.0,0.0,0.1909,0.1,0.0909,Pedone,0.2273,Presenza potenziale: Pedone (22.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,1,50.556,20.63,0.0182,0.2614,0.0041,0.1114,0.0141,0.0,0.0,0.1795,0.1,0.0795,Pedone,0.2614,Presenza potenziale: Pedone (26.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,2,118.686,18.95,0.0163,0.2472,0.0031,0.0972,0.0131,0.0,0.0,0.1843,0.1,0.0843,Pedone,0.2472,Presenza potenziale: Pedone (24.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,3,104.8,18.22,0.0143,0.95,0.0022,0.0823,0.0122,0.0,0.0,0.1892,0.1,0.0892,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,4,61.263,17.94,0.0133,0.2248,0.0017,0.0748,0.0117,0.0,0.0,0.1917,0.1,0.0917,Pedone,0.2248,Presenza potenziale: Pedone (22.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,5,91.385,25.34,0.0161,0.2455,0.003,0.0955,0.013,0.0,0.0,0.1848,0.1,0.0848,Pedone,0.2455,Presenza potenziale: Pedone (24.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,6,2.008,27.49,0.0125,0.2186,0.0012,0.0686,0.0112,0.0,0.0,0.1938,0.1,0.0938,Pedone,0.2186,Presenza potenziale: Pedone (21.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,7,91.415,17.43,0.0174,0.2552,0.0037,0.1052,0.0137,0.0,0.0,0.1816,0.1,0.0816,Pedone,0.2552,Presenza potenziale: Pedone (25.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,8,70.326,15.89,0.0178,0.2586,0.0039,0.1086,0.0139,0.0,0.0,0.1805,0.1,0.0805,Pedone,0.2586,Presenza potenziale: Pedone (25.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,9,178.055,13.97,0.95,0.95,0.0018,0.0782,0.0126,0.0,0.0,0.1892,0.95,0.0901,Auto,0.95,Forte indizio di presenza: Auto (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,10,94.474,17.72,0.052,0.3134,0.0155,0.1908,0.0346,0.0029,0.0009,0.1244,0.0908,0.0463,Pedone,0.3134,Presenza potenziale: Pedone (31.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,11,128.944,21.59,0.0558,0.2335,0.0167,0.1082,0.0253,0.0088,0.0034,0.1591,0.0931,0.0769,Pedone,0.2335,Presenza potenziale: Pedone (23.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,12,119.119,16.13,0.0204,0.2353,0.004,0.0911,0.0159,0.0006,0.0002,0.1803,0.0981,0.0849,Pedone,0.2353,Presenza potenziale: Pedone (23.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,13,78.328,18.09,0.0122,0.2095,0.0009,0.0711,0.0179,0.0,0.0,0.1808,0.0961,0.0889,Pedone,0.2095,Presenza potenziale: Pedone (20.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,14,143.966,20.13,0.1683,0.18,0.1082,0.141,0.0601,0.0423,0.0264,0.0869,0.0736,0.0609,Pedone,0.18,Area probabilmente libera o con ostacoli minori (Pedone al 18.0%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,15,12.896,24.91,0.0017,0.1583,0.0,0.0708,0.0433,0.0,0.0,0.0417,0.0583,0.025,Pedone,0.1583,Area probabilmente libera o con ostacoli minori (Pedone al 15.8%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,16,6.894,28.42,0.0009,0.1545,0.0,0.0728,0.0464,0.0,0.0,0.027,0.0545,0.018,Pedone,0.1545,Area probabilmente libera o con ostacoli minori (Pedone al 15.4%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,17,13.971,33.33,0.1061,0.1657,0.0274,0.1186,0.0718,0.011,0.0034,0.0696,0.0657,0.052,Pedone,0.1657,Area probabilmente libera o con ostacoli minori (Pedone al 16.6%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,18,14.592,36.66,0.3,0.09,0.2,0.15,0.1,0.08,0.05,0.01,0.05,0.05,Auto,0.3,Presenza potenziale: Auto (30.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,19,1.269,30.91,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,20,63.229,32.9,0.0112,0.2093,0.0006,0.0593,0.0106,0.0,0.0,0.1969,0.1,0.0969,Pedone,0.2093,Presenza potenziale: Pedone (20.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,21,16.877,32.17,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,22,6.203,18.34,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,23,28.361,35.17,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,24,13.379,34.84,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,25,52.215,38.29,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,26,16.912,27.93,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,27,42.959,28.69,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,28,0.076,49.97,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,29,6.723,32.84,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,30,26.571,31.82,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,31,20.655,31.92,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,32,19.505,33.81,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,33,24.241,45.49,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,34,13.207,45.67,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,35,17.876,35.05,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,36,26.018,33.18,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,37,12.358,36.44,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,38,9.253,39.63,0.0271,0.3282,0.0085,0.1782,0.0185,0.0,0.0,0.1573,0.1,0.0573,Pedone,0.3282,Presenza potenziale: Pedone (32.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,39,25.172,16.22,0.0134,0.95,0.0017,0.0758,0.0117,0.0,0.0,0.1914,0.1,0.0914,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,40,24.257,27.49,0.0134,0.2257,0.0017,0.0757,0.0117,0.0,0.0,0.1914,0.1,0.0914,Pedone,0.2257,Presenza potenziale: Pedone (22.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,41,89.703,7.49,0.1415,0.255,0.0472,0.1793,0.053,0.0264,0.0103,0.0922,0.0793,0.0459,Pedone,0.255,Presenza potenziale: Pedone (25.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,42,4.535,44.56,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,43,61.307,5.7,0.0607,0.2041,0.0151,0.1054,0.0422,0.0055,0.0017,0.1279,0.0829,0.069,Pedone,0.2041,Presenza potenziale: Pedone (20.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,44,5.663,40.0,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,45,14.723,24.85,0.015,0.15,0.0,0.15,0.1,0.0,0.0,0.01,0.05,0.015,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,46,15.962,37.07,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,47,7.668,40.2,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,48,6.111,36.1,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,49,2.438,40.79,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,50,7.583,38.55,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),3,28aaabeb212146a28a511858c09cf20c,51,13.638,34.03,0.108,0.165,0.028,0.12,0.073,0.0112,0.0035,0.067,0.065,0.051,Pedone,0.165,Area probabilmente libera o con ostacoli minori (Pedone al 16.5%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,0,66.135,33.05,0.0101,0.2009,0.0001,0.0509,0.0101,0.0,0.0,0.1997,0.1,0.0997,Pedone,0.2009,Presenza potenziale: Pedone (20.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,1,14.903,40.04,0.0272,0.3289,0.0086,0.1789,0.0186,0.0,0.0,0.157,0.1,0.057,Pedone,0.3289,Presenza potenziale: Pedone (32.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,2,82.316,25.5,0.0121,0.2154,0.001,0.0654,0.011,0.0,0.0,0.1949,0.1,0.0949,Pedone,0.2154,Presenza potenziale: Pedone (21.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,3,148.573,20.15,0.0157,0.2429,0.0029,0.0929,0.0129,0.0,0.0,0.1857,0.1,0.0857,Pedone,0.2429,Presenza potenziale: Pedone (24.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,4,60.668,18.13,0.014,0.2297,0.002,0.0797,0.012,0.0,0.0,0.1901,0.1,0.0901,Pedone,0.2297,Presenza potenziale: Pedone (23.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,5,100.917,17.7,0.0142,0.95,0.0021,0.0815,0.0121,0.0,0.0,0.1895,0.1,0.0895,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,6,112.007,17.67,0.0169,0.2515,0.0034,0.1015,0.0134,0.0,0.0,0.1828,0.95,0.0828,Cono,0.95,Forte indizio di presenza: Cono (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,7,48.827,18.87,0.0145,0.2337,0.0022,0.0837,0.0122,0.0,0.0,0.1888,0.1,0.0888,Pedone,0.2337,Presenza potenziale: Pedone (23.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,8,84.097,20.83,0.0139,0.2294,0.002,0.0794,0.012,0.0,0.0,0.1902,0.1,0.0902,Pedone,0.2294,Presenza potenziale: Pedone (22.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,9,29.137,31.79,0.0196,0.2718,0.0048,0.1221,0.015,0.0,0.0,0.1753,0.0998,0.0757,Pedone,0.2718,Presenza potenziale: Pedone (27.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,10,103.955,20.36,0.017,0.2526,0.0035,0.1026,0.0135,0.0,0.0,0.1825,0.1,0.0825,Pedone,0.2526,Presenza potenziale: Pedone (25.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,11,112.504,17.61,0.0178,0.2585,0.0039,0.1085,0.0139,0.0,0.0,0.1805,0.1,0.0805,Pedone,0.2585,Presenza potenziale: Pedone (25.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,12,131.344,14.85,0.0145,0.2334,0.0022,0.0834,0.0122,0.0,0.0,0.1889,0.1,0.0889,Pedone,0.2334,Presenza potenziale: Pedone (23.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,13,109.604,14.44,0.0131,0.95,0.0016,0.0737,0.0118,0.0,0.0,0.191,0.0997,0.0916,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,14,143.031,14.43,0.0637,0.3213,0.0212,0.1938,0.03,0.008,0.0031,0.1325,0.0938,0.0488,Pedone,0.3213,Presenza potenziale: Pedone (32.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,15,146.457,15.69,0.0206,0.2249,0.0038,0.0823,0.0163,0.0008,0.0002,0.1815,0.0975,0.0874,Pedone,0.2249,Presenza potenziale: Pedone (22.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,16,37.845,21.55,0.0116,0.2137,0.0012,0.0699,0.0145,0.0,0.0,0.1785,0.0959,0.0867,Pedone,0.2137,Presenza potenziale: Pedone (21.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,17,124.751,25.72,0.2578,0.1086,0.1708,0.1378,0.087,0.0683,0.0427,0.037,0.0573,0.0565,Auto,0.2578,Presenza potenziale: Auto (25.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,18,1.492,29.72,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,19,95.016,24.0,0.2251,0.1325,0.148,0.137,0.0771,0.0588,0.0368,0.0558,0.0632,0.0588,Auto,0.2251,Presenza potenziale: Auto (22.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,20,37.391,29.37,0.2318,0.1388,0.0765,0.1265,0.0788,0.0489,0.0191,0.0547,0.0618,0.0541,Auto,0.2318,Presenza potenziale: Auto (23.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,21,20.25,32.33,0.3,0.12,0.1,0.15,0.1,0.064,0.025,0.01,0.05,0.04,Auto,0.3,Presenza potenziale: Auto (30.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,22,0.18,21.12,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,23,85.241,23.64,0.0866,0.2362,0.0512,0.1356,0.0353,0.0188,0.0118,0.1346,0.0882,0.0675,Pedone,0.2362,Presenza potenziale: Pedone (23.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,24,27.811,17.45,0.0113,0.2094,0.0006,0.0594,0.0106,0.0,0.0,0.1969,0.1,0.0969,Pedone,0.2094,Presenza potenziale: Pedone (20.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,25,0.552,34.28,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,26,51.004,36.75,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,27,2.311,28.71,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,28,100.491,30.27,0.01,0.95,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,29,21.965,32.62,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,30,30.863,40.26,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,31,37.472,41.69,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,32,18.701,28.71,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,33,33.49,28.42,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,34,0.193,30.55,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,35,41.133,32.85,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,36,23.158,34.42,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,37,20.166,32.11,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,38,18.419,32.54,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,39,50.513,48.3,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,40,27.267,39.41,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,41,27.535,32.33,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,42,21.415,33.58,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,43,0.552,28.27,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,44,40.479,24.35,0.0189,0.2669,0.0045,0.1169,0.0145,0.0,0.0,0.1777,0.1,0.0777,Pedone,0.2669,Presenza potenziale: Pedone (26.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,45,316.172,4.86,0.1841,0.1427,0.1199,0.1179,0.0642,0.0477,0.0298,0.0839,0.0702,0.0674,Auto,0.1841,Area probabilmente libera o con ostacoli minori (Auto al 18.4%).
Scena 1 (cc8c0b),4,c4f1a270736445e185379a80c29a5139,46,5.253,46.5,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
